recommendation_id,customer_id,product_id,recommendation_date,suitability_score,accepted,converted
R000422_01,C000422,P002,2026-08-09,0.576,0,0
R000422_02,C000422,P003,2026-06-28,0.374,0,0
R000422_03,C000422,P002,2026-05-18,0.525,1,1
R000423_01,C000423,P007,2026-03-17,0.476,0,0
R000423_02,C000423,P003,2026-04-29,0.765,0,0
R000423_03,C000423,P005,2026-08-05,0.545,1,1
R000423_04,C000423,P008,2026-03-31,0.251,0,0
R000424_01,C000424,P008,2026-03-16,0.351,0,0
R000424_02,C000424,P008,2026-07-18,0.457,1,0
R000424_03,C000424,P001,2026-03-18,0.496,0,0
R000425_01,C000425,P005,2026-08-14,0.471,1,0
R000425_02,C000425,P001,2026-05-17,0.572,1,0
R000425_03,C000425,P006,2026-04-26,0.353,1,0
R000426_01,C000426,P006,2026-04-09,0.272,0,0
R000426_02,C000426,P006,2026-08-09,0.615,1,1
R000427_01,C000427,P001,2026-02-22,0.625,0,0
R000427_02,C000427,P007,2026-05-24,0.697,1,0
R000427_03,C000427,P002,2026-08-15,0.629,0,0
R000427_04,C000427,P004,2026-05-08,0.752,1,0
R000427_05,C000427,P004,2026-08-13,0.47,0,0
R000428_01,C000428,P004,2026-07-28,0.538,0,0
R000428_02,C000428,P001,2026-07-04,0.485,1,1
R000428_03,C000428,P008,2026-02-17,0.379,0,0
R000429_01,C000429,P006,2026-04-18,0.345,0,0
R000429_02,C000429,P004,2026-04-24,0.535,1,0
R000429_03,C000429,P005,2026-06-17,0.339,1,0
R000429_04,C000429,P007,2026-02-16,0.594,0,0
R000430_01,C000430,P002,2026-05-15,0.435,1,0
R000430_02,C000430,P005,2026-05-25,0.365,1,0
R000431_01,C000431,P001,2026-06-26,0.428,1,1
R000431_02,C000431,P006,2026-04-16,0.485,0,0
R000431_03,C000431,P007,2026-02-14,0.489,0,0
R000432_01,C000432,P005,2026-08-14,0.336,0,0
R000432_02,C000432,P008,2026-02-15,0.038,0,0
R000432_03,C000432,P004,2026-06-16,0.424,1,0
R000433_01,C000433,P001,2026-07-22,0.152,0,0
R000433_02,C000433,P003,2026-06-07,0.504,1,0
R000433_03,C000433,P002,2026-08-13,0.449,0,0
R000433_04,C000433,P008,2026-05-04,0.448,0,0
R000433_05,C000433,P007,2026-05-22,0.41,0,0
R000434_01,C000434,P001,2026-04-14,0.463,1,1
R000434_02,C000434,P005,2026-05-30,0.498,0,0
R000435_01,C000435,P001,2026-05-25,0.549,0,0
R000435_02,C000435,P006,2026-05-20,0.281,1,0
R000435_03,C000435,P004,2026-04-02,0.184,0,0
R000435_04,C000435,P005,2026-07-08,0.558,0,0
R000435_05,C000435,P007,2026-02-26,0.522,0,0
R000436_01,C000436,P002,2026-07-23,0.397,0,0
R000436_02,C000436,P007,2026-03-20,0.355,0,0
R000436_03,C000436,P008,2026-06-25,0.407,0,0
R000436_04,C000436,P005,2026-07-12,0.342,0,0
R000437_01,C000437,P005,2026-05-20,0.478,1,0
R000437_02,C000437,P008,2026-08-02,0.379,0,0
R000437_03,C000437,P004,2026-07-27,0.37,0,0
R000438_01,C000438,P001,2026-04-24,0.331,0,0
R000438_02,C000438,P006,2026-07-12,0.449,0,0
R000438_03,C000438,P006,2026-05-19,0.394,1,0
R000439_01,C000439,P008,2026-03-31,0.387,0,0
R000439_02,C000439,P002,2026-02-27,0.459,1,0
R000439_03,C000439,P002,2026-05-12,0.44,0,0
R000439_04,C000439,P006,2026-05-26,0.316,0,0
R000440_01,C000440,P006,2026-08-15,0.325,0,0
R000440_02,C000440,P004,2026-04-02,0.414,0,0
R000440_03,C000440,P008,2026-08-02,0.79,0,0
R000440_04,C000440,P002,2026-06-15,0.538,1,0
R000440_05,C000440,P008,2026-08-03,0.377,0,0
R000441_01,C000441,P003,2026-05-08,0.571,0,0
R000441_02,C000441,P005,2026-04-16,0.586,1,0
R000441_03,C000441,P006,2026-02-17,0.382,0,0
R000442_01,C000442,P008,2026-06-07,0.406,1,0
R000442_02,C000442,P004,2026-07-25,0.381,0,0
R000443_01,C000443,P004,2026-02-21,0.468,1,0
R000443_02,C000443,P007,2026-03-08,0.51,0,0
R000444_01,C000444,P007,2026-08-09,0.538,0,0
R000444_02,C000444,P002,2026-04-07,0.53,1,0
R000444_03,C000444,P001,2026-03-22,0.457,0,0
R000445_01,C000445,P005,2026-08-06,0.323,0,0
R000445_02,C000445,P007,2026-06-05,0.491,1,0
R000446_01,C000446,P005,2026-04-26,0.825,1,1
R000446_02,C000446,P007,2026-02-25,0.442,0,0
R000446_03,C000446,P007,2026-05-28,0.678,0,0
R000447_01,C000447,P006,2026-06-20,0.263,1,0
R000447_02,C000447,P002,2026-07-28,0.433,0,0
R000447_03,C000447,P002,2026-03-12,0.432,0,0
R000447_04,C000447,P005,2026-07-30,0.332,1,1
R000448_01,C000448,P008,2026-03-13,0.333,0,0
R000448_02,C000448,P003,2026-05-23,0.449,0,0
R000449_01,C000449,P001,2026-04-12,0.691,1,0
R000449_02,C000449,P002,2026-03-30,0.183,0,0
R000449_03,C000449,P007,2026-07-26,0.576,0,0
R000450_01,C000450,P001,2026-07-08,0.483,0,0
R000450_02,C000450,P008,2026-06-18,0.471,1,0
R000450_03,C000450,P004,2026-06-12,0.432,0,0
R000450_04,C000450,P003,2026-07-27,0.426,0,0
R000450_05,C000450,P001,2026-07-10,0.484,0,0
R000451_01,C000451,P002,2026-03-16,0.346,1,0
R000451_02,C000451,P002,2026-04-25,0.297,0,0
R000451_03,C000451,P008,2026-03-03,0.462,0,0
R000451_04,C000451,P007,2026-07-17,0.5,0,0
R000452_01,C000452,P008,2026-07-03,0.533,0,0
R000452_02,C000452,P004,2026-08-12,0.353,1,0
R000452_03,C000452,P006,2026-02-25,0.509,1,0
R000453_01,C000453,P008,2026-03-29,0.417,0,0
R000453_02,C000453,P006,2026-06-07,0.448,1,0
R000453_03,C000453,P007,2026-07-25,0.451,0,0
R000454_01,C000454,P005,2026-03-26,0.291,0,0
R000454_02,C000454,P004,2026-04-24,0.478,0,0
R000455_01,C000455,P006,2026-04-23,0.461,1,0
R000455_02,C000455,P005,2026-08-11,0.643,0,0
R000455_03,C000455,P008,2026-08-13,0.133,0,0
R000456_01,C000456,P006,2026-04-06,0.306,0,0
R000456_02,C000456,P001,2026-05-27,0.198,1,0
R000456_03,C000456,P008,2026-07-02,0.357,0,0
R000456_04,C000456,P007,2026-05-28,0.213,0,0
R000457_01,C000457,P004,2026-02-24,0.674,1,1
R000457_02,C000457,P002,2026-07-06,0.518,1,0
R000457_03,C000457,P006,2026-08-15,0.612,0,0
R000457_04,C000457,P006,2026-06-21,0.569,1,0
R000457_05,C000457,P007,2026-07-11,0.463,0,0
R000458_01,C000458,P007,2026-05-25,0.34,0,0
R000458_02,C000458,P007,2026-07-17,0.496,0,0
R000459_01,C000459,P008,2026-07-03,0.413,0,0
R000459_02,C000459,P008,2026-07-17,0.552,1,1
R000459_03,C000459,P004,2026-06-22,0.527,1,0
R000459_04,C000459,P004,2026-06-19,0.336,1,0
R000460_01,C000460,P005,2026-05-26,0.418,0,0
R000460_02,C000460,P007,2026-04-21,0.45,1,0
R000461_01,C000461,P004,2026-06-30,0.439,0,0
R000461_02,C000461,P002,2026-06-26,0.17,0,0
R000461_03,C000461,P001,2026-08-19,0.427,1,1
R000461_04,C000461,P003,2026-06-04,0.523,1,1
R000462_01,C000462,P005,2026-05-14,0.498,1,0
R000462_02,C000462,P006,2026-08-18,0.515,1,0
R000462_03,C000462,P006,2026-03-02,0.43,0,0
R000462_04,C000462,P007,2026-08-01,0.314,0,0
R000463_01,C000463,P003,2026-04-14,0.56,0,0
R000463_02,C000463,P003,2026-07-04,0.404,1,1
R000463_03,C000463,P003,2026-05-26,0.435,0,0
R000463_04,C000463,P003,2026-03-12,0.489,0,0
R000464_01,C000464,P003,2026-06-03,0.502,1,1
R000464_02,C000464,P004,2026-06-08,0.455,0,0
R000464_03,C000464,P006,2026-02-26,0.428,1,0
R000464_04,C000464,P004,2026-03-31,0.515,1,0
R000465_01,C000465,P005,2026-08-19,0.231,0,0
R000465_02,C000465,P008,2026-08-17,0.435,0,0
R000465_03,C000465,P003,2026-08-11,0.294,0,0
R000466_01,C000466,P004,2026-07-30,0.444,0,0
R000466_02,C000466,P008,2026-02-21,0.558,1,0
R000466_03,C000466,P001,2026-02-20,0.596,1,0
R000466_04,C000466,P002,2026-04-13,0.397,1,0
R000467_01,C000467,P005,2026-07-25,0.087,0,0
R000467_02,C000467,P003,2026-05-17,0.347,0,0
R000468_01,C000468,P006,2026-05-27,0.374,1,0
R000468_02,C000468,P005,2026-06-14,0.447,0,0
R000468_03,C000468,P008,2026-08-07,0.553,0,0
R000468_04,C000468,P003,2026-04-02,0.4,1,0
R000468_05,C000468,P003,2026-07-13,0.407,0,0
R000469_01,C000469,P007,2026-04-25,0.278,0,0
R000469_02,C000469,P005,2026-02-13,0.2,0,0
R000470_01,C000470,P006,2026-07-01,0.597,1,1
R000470_02,C000470,P002,2026-08-08,0.289,0,0
R000470_03,C000470,P003,2026-07-22,0.306,0,0
R000470_04,C000470,P008,2026-05-06,0.48,1,1
R000471_01,C000471,P006,2026-08-18,0.671,0,0
R000471_02,C000471,P006,2026-04-19,0.513,0,0
R000471_03,C000471,P006,2026-07-19,0.529,0,0
R000471_04,C000471,P004,2026-06-20,0.468,0,0
R000472_01,C000472,P002,2026-07-19,0.422,1,1
R000472_02,C000472,P001,2026-08-10,0.24,0,0
R000472_03,C000472,P007,2026-06-28,0.412,0,0
R000473_01,C000473,P006,2026-04-18,0.324,0,0
R000473_02,C000473,P008,2026-07-11,0.39,1,0
R000473_03,C000473,P004,2026-03-16,0.612,0,0
R000473_04,C000473,P008,2026-07-22,0.335,0,0
R000473_05,C000473,P004,2026-06-15,0.491,0,0
R000474_01,C000474,P007,2026-05-05,0.391,1,1
R000474_02,C000474,P002,2026-05-15,0.467,1,0
R000474_03,C000474,P006,2026-04-20,0.539,1,1
R000475_01,C000475,P001,2026-05-06,0.554,0,0
R000475_02,C000475,P005,2026-05-25,0.635,1,1
R000476_01,C000476,P005,2026-06-17,0.372,0,0
R000476_02,C000476,P006,2026-06-11,0.481,1,0
R000476_03,C000476,P001,2026-03-25,0.476,0,0
R000477_01,C000477,P002,2026-02-15,0.417,1,0
R000477_02,C000477,P004,2026-05-08,0.17,0,0
R000477_03,C000477,P008,2026-07-04,0.288,0,0
R000477_04,C000477,P008,2026-03-17,0.284,0,0
R000477_05,C000477,P007,2026-07-18,0.253,0,0
R000478_01,C000478,P001,2026-03-05,0.408,1,0
R000478_02,C000478,P008,2026-08-12,0.318,0,0
R000478_03,C000478,P004,2026-04-26,0.467,0,0
R000478_04,C000478,P005,2026-02-25,0.51,0,0
R000479_01,C000479,P004,2026-06-06,0.277,0,0
R000479_02,C000479,P002,2026-05-30,0.291,0,0
R000479_03,C000479,P006,2026-02-12,0.334,0,0
R000479_04,C000479,P003,2026-02-23,0.348,1,1
R000479_05,C000479,P007,2026-08-14,0.429,0,0
R000480_01,C000480,P005,2026-05-13,0.184,0,0
R000480_02,C000480,P001,2026-07-10,0.215,1,0
R000480_03,C000480,P005,2026-05-08,0.483,0,0
R000480_04,C000480,P006,2026-03-08,0.374,1,0
R000480_05,C000480,P007,2026-02-27,0.372,1,0
R000481_01,C000481,P001,2026-07-10,0.596,1,1
R000481_02,C000481,P008,2026-08-17,0.654,1,1
R000482_01,C000482,P005,2026-04-20,0.482,1,0
R000482_02,C000482,P006,2026-05-07,0.678,1,0
R000482_03,C000482,P005,2026-05-19,0.573,0,0
R000482_04,C000482,P007,2026-02-12,0.582,1,1
R000482_05,C000482,P007,2026-06-11,0.667,0,0
R000483_01,C000483,P005,2026-03-29,0.694,0,0
R000483_02,C000483,P007,2026-05-28,0.452,0,0
R000483_03,C000483,P001,2026-07-23,0.303,0,0
R000483_04,C000483,P008,2026-07-12,0.317,0,0
R000483_05,C000483,P006,2026-06-20,0.447,1,0
R000484_01,C000484,P006,2026-08-08,0.333,1,0
R000484_02,C000484,P008,2026-04-27,0.5,0,0
R000484_03,C000484,P008,2026-04-11,0.438,1,0
R000484_04,C000484,P003,2026-08-02,0.454,1,0
R000484_05,C000484,P004,2026-04-01,0.387,0,0
R000485_01,C000485,P007,2026-02-25,0.449,0,0
R000485_02,C000485,P008,2026-02-18,0.561,0,0
R000486_01,C000486,P007,2026-07-16,0.613,0,0
R000486_02,C000486,P002,2026-04-17,0.14,0,0
R000486_03,C000486,P007,2026-07-26,0.585,0,0
R000487_01,C000487,P001,2026-06-02,0.294,0,0
R000487_02,C000487,P004,2026-05-25,0.617,1,0
R000487_03,C000487,P001,2026-06-18,0.271,0,0
R000487_04,C000487,P008,2026-07-20,0.479,0,0
R000487_05,C000487,P008,2026-06-27,0.429,0,0
R000488_01,C000488,P004,2026-04-29,0.62,0,0
R000488_02,C000488,P005,2026-03-16,0.518,0,0
R000488_03,C000488,P003,2026-06-28,0.622,1,1
R000488_04,C000488,P008,2026-07-18,0.55,0,0
R000489_01,C000489,P005,2026-05-08,0.305,0,0
R000489_02,C000489,P008,2026-04-04,0.413,0,0
R000490_01,C000490,P004,2026-08-02,0.592,1,1
R000490_02,C000490,P006,2026-03-25,0.219,1,0
R000491_01,C000491,P008,2026-07-07,0.298,0,0
R000491_02,C000491,P004,2026-02-18,0.437,0,0
R000492_01,C000492,P007,2026-04-20,0.576,0,0
R000492_02,C000492,P003,2026-07-15,0.696,0,0
R000492_03,C000492,P007,2026-07-06,0.36,0,0
R000492_04,C000492,P004,2026-08-07,0.566,1,0
R000492_05,C000492,P008,2026-05-22,0.496,1,0
R000493_01,C000493,P008,2026-06-14,0.155,0,0
R000493_02,C000493,P004,2026-07-19,0.304,0,0
R000493_03,C000493,P007,2026-07-22,0.328,0,0
R000493_04,C000493,P004,2026-05-29,0.349,1,0
R000493_05,C000493,P007,2026-02-23,0.441,1,0
R000494_01,C000494,P005,2026-02-14,0.033,0,0
R000494_02,C000494,P005,2026-07-28,0.349,0,0
R000495_01,C000495,P002,2026-05-29,0.693,1,1
R000495_02,C000495,P005,2026-03-04,0.583,0,0
R000495_03,C000495,P007,2026-06-20,0.535,0,0
R000495_04,C000495,P008,2026-03-01,0.711,1,0
R000495_05,C000495,P004,2026-05-31,0.671,0,0
R000496_01,C000496,P005,2026-05-14,0.224,1,1
R000496_02,C000496,P008,2026-05-27,0.46,0,0
R000497_01,C000497,P004,2026-04-07,0.31,0,0
R000497_02,C000497,P004,2026-05-07,0.269,0,0
R000497_03,C000497,P002,2026-05-27,0.422,0,0
R000498_01,C000498,P001,2026-08-09,0.636,0,0
R000498_02,C000498,P006,2026-03-28,0.471,0,0
R000498_03,C000498,P008,2026-07-16,0.667,1,0
R000498_04,C000498,P004,2026-08-18,0.711,0,0
R000499_01,C000499,P007,2026-06-20,0.456,1,0
R000499_02,C000499,P004,2026-05-17,0.481,0,0
R000499_03,C000499,P002,2026-05-29,0.684,0,0
R000499_04,C000499,P003,2026-02-22,0.369,0,0
R000500_01,C000500,P006,2026-06-15,0.352,0,0
R000500_02,C000500,P001,2026-02-25,0.201,1,0
R000500_03,C000500,P006,2026-06-23,0.452,0,0
R000500_04,C000500,P005,2026-02-20,0.336,0,0
R000501_01,C000501,P003,2026-08-07,0.552,0,0
R000501_02,C000501,P007,2026-04-23,0.504,1,0
R000502_01,C000502,P001,2026-03-10,0.332,1,0
R000502_02,C000502,P004,2026-08-07,0.426,1,0
R000502_03,C000502,P003,2026-07-17,0.615,0,0
R000502_04,C000502,P006,2026-06-18,0.488,0,0
R000503_01,C000503,P007,2026-08-12,0.086,0,0
R000503_02,C000503,P008,2026-06-08,0.31,0,0
R000503_03,C000503,P005,2026-05-25,0.162,0,0
R000504_01,C000504,P002,2026-04-27,0.34,0,0
R000504_02,C000504,P005,2026-02-24,0.477,0,0
R000504_03,C000504,P001,2026-02-27,0.325,0,0
R000504_04,C000504,P004,2026-05-21,0.486,0,0
R000505_01,C000505,P006,2026-04-05,0.56,1,0
R000505_02,C000505,P002,2026-04-02,0.274,1,0
R000505_03,C000505,P006,2026-04-08,0.382,0,0
R000506_01,C000506,P001,2026-08-04,0.21,0,0
R000506_02,C000506,P007,2026-06-17,0.232,0,0
R000506_03,C000506,P003,2026-07-29,0.367,0,0
R000506_04,C000506,P001,2026-06-04,0.492,1,0
R000506_05,C000506,P005,2026-08-08,0.284,1,0
R000507_01,C000507,P004,2026-02-12,0.301,1,0
R000507_02,C000507,P007,2026-08-06,0.573,0,0
R000507_03,C000507,P005,2026-06-21,0.495,0,0
R000508_01,C000508,P008,2026-07-14,0.634,0,0
R000508_02,C000508,P004,2026-07-19,0.496,0,0
R000508_03,C000508,P005,2026-03-26,0.628,1,0
R000508_04,C000508,P004,2026-03-04,0.547,1,0
R000509_01,C000509,P004,2026-04-08,0.444,0,0
R000509_02,C000509,P001,2026-06-14,0.538,0,0
R000510_01,C000510,P008,2026-04-30,0.511,1,0
R000510_02,C000510,P005,2026-04-10,0.44,1,1
R000510_03,C000510,P005,2026-05-16,0.711,1,0
R000510_04,C000510,P006,2026-06-04,0.529,1,0
R000510_05,C000510,P001,2026-04-08,0.623,0,0
R000511_01,C000511,P002,2026-06-01,0.299,1,1
R000511_02,C000511,P001,2026-04-14,0.155,0,0
R000511_03,C000511,P001,2026-04-19,0.54,1,1
R000512_01,C000512,P002,2026-07-31,0.573,1,1
R000512_02,C000512,P007,2026-07-30,0.417,1,0
R000513_01,C000513,P003,2026-03-10,0.477,0,0
R000513_02,C000513,P005,2026-04-01,0.679,1,1
R000513_03,C000513,P002,2026-04-06,0.786,0,0
R000513_04,C000513,P007,2026-06-25,0.667,0,0
R000514_01,C000514,P008,2026-07-30,0.353,0,0
R000514_02,C000514,P004,2026-03-25,0.322,0,0
R000514_03,C000514,P001,2026-07-24,0.313,0,0
R000514_04,C000514,P006,2026-07-21,0.274,0,0
R000515_01,C000515,P006,2026-04-20,0.612,1,1
R000515_02,C000515,P008,2026-04-19,0.438,0,0
R000515_03,C000515,P005,2026-03-20,0.507,1,0
R000515_04,C000515,P006,2026-03-19,0.227,0,0
R000516_01,C000516,P007,2026-05-12,0.3,0,0
R000516_02,C000516,P003,2026-05-10,0.401,0,0
R000516_03,C000516,P006,2026-06-11,0.469,1,0
R000517_01,C000517,P008,2026-05-14,0.389,0,0
R000517_02,C000517,P002,2026-08-19,0.497,0,0
R000517_03,C000517,P006,2026-02-17,0.252,0,0
R000517_04,C000517,P004,2026-06-30,0.439,1,1
R000518_01,C000518,P005,2026-04-11,0.619,1,0
R000518_02,C000518,P008,2026-06-12,0.403,0,0
R000518_03,C000518,P007,2026-07-20,0.6,1,0
R000518_04,C000518,P004,2026-03-15,0.371,0,0
R000518_05,C000518,P005,2026-05-02,0.488,0,0
R000519_01,C000519,P001,2026-04-02,0.246,0,0
R000519_02,C000519,P001,2026-02-15,0.129,1,0
R000519_03,C000519,P002,2026-03-29,0.378,0,0
R000519_04,C000519,P002,2026-02-28,0.325,1,0
R000519_05,C000519,P006,2026-05-26,0.307,0,0
R000520_01,C000520,P008,2026-07-16,0.59,0,0
R000520_02,C000520,P004,2026-07-14,0.295,0,0
R000520_03,C000520,P005,2026-03-31,0.375,1,0
R000521_01,C000521,P001,2026-03-27,0.742,1,1
R000521_02,C000521,P001,2026-04-03,0.546,1,0
R000521_03,C000521,P002,2026-06-16,0.414,0,0
R000522_01,C000522,P006,2026-08-07,0.605,0,0
R000522_02,C000522,P001,2026-07-31,0.526,0,0
R000523_01,C000523,P004,2026-07-07,0.279,0,0
R000523_02,C000523,P008,2026-05-25,0.387,0,0
R000523_03,C000523,P008,2026-06-01,0.469,0,0
R000524_01,C000524,P008,2026-07-29,0.609,0,0
R000524_02,C000524,P006,2026-06-04,0.477,0,0
R000525_01,C000525,P003,2026-05-26,0.118,0,0
R000525_02,C000525,P002,2026-03-19,0.151,0,0
R000526_01,C000526,P007,2026-05-14,0.416,0,0
R000526_02,C000526,P006,2026-04-09,0.402,1,0
R000526_03,C000526,P003,2026-06-06,0.602,0,0
R000526_04,C000526,P002,2026-05-06,0.673,1,1
R000527_01,C000527,P005,2026-02-13,0.31,1,0
R000527_02,C000527,P006,2026-05-24,0.39,0,0
R000527_03,C000527,P006,2026-04-19,0.353,0,0
R000528_01,C000528,P002,2026-04-26,0.414,0,0
R000528_02,C000528,P002,2026-06-22,0.456,0,0
R000528_03,C000528,P002,2026-06-23,0.613,0,0
R000529_01,C000529,P005,2026-07-15,0.357,0,0
R000529_02,C000529,P004,2026-02-19,0.479,1,0
R000530_01,C000530,P005,2026-02-14,0.582,0,0
R000530_02,C000530,P007,2026-04-10,0.586,1,1
R000531_01,C000531,P007,2026-03-25,0.574,0,0
R000531_02,C000531,P002,2026-07-02,0.314,1,0
R000531_03,C000531,P008,2026-02-13,0.503,1,0
R000532_01,C000532,P001,2026-07-05,0.484,0,0
R000532_02,C000532,P001,2026-04-24,0.673,0,0
R000532_03,C000532,P007,2026-06-04,0.482,0,0
R000532_04,C000532,P001,2026-03-10,0.77,0,0
R000533_01,C000533,P002,2026-03-01,0.681,0,0
R000533_02,C000533,P003,2026-03-04,0.543,0,0
R000534_01,C000534,P007,2026-02-15,0.478,1,1
R000534_02,C000534,P004,2026-05-25,0.331,0,0
R000534_03,C000534,P006,2026-03-05,0.368,0,0
R000534_04,C000534,P002,2026-06-13,0.546,0,0
R000534_05,C000534,P003,2026-02-14,0.449,0,0
R000535_01,C000535,P008,2026-04-20,0.422,0,0
R000535_02,C000535,P002,2026-03-04,0.437,1,0
R000535_03,C000535,P006,2026-02-25,0.413,1,0
R000536_01,C000536,P003,2026-05-22,0.667,1,0
R000536_02,C000536,P007,2026-04-11,0.39,0,0
R000536_03,C000536,P005,2026-04-26,0.445,1,0
R000536_04,C000536,P006,2026-06-12,0.735,0,0
R000536_05,C000536,P001,2026-03-05,0.614,0,0
R000537_01,C000537,P002,2026-06-26,0.545,0,0
R000537_02,C000537,P007,2026-04-10,0.724,0,0
R000538_01,C000538,P007,2026-03-15,0.409,0,0
R000538_02,C000538,P002,2026-07-18,0.283,1,0
R000539_01,C000539,P003,2026-04-17,0.428,0,0
R000539_02,C000539,P008,2026-03-07,0.279,0,0
R000540_01,C000540,P003,2026-06-01,0.444,1,0
R000540_02,C000540,P008,2026-02-28,0.253,1,0
R000541_01,C000541,P003,2026-03-02,0.315,0,0
R000541_02,C000541,P003,2026-06-30,0.436,0,0
R000541_03,C000541,P004,2026-03-01,0.541,0,0
R000541_04,C000541,P005,2026-06-19,0.558,0,0
R000541_05,C000541,P001,2026-02-16,0.358,0,0
R000542_01,C000542,P006,2026-05-04,0.429,0,0
R000542_02,C000542,P003,2026-06-23,0.219,0,0
R000542_03,C000542,P007,2026-04-10,0.361,0,0
R000542_04,C000542,P008,2026-07-18,0.569,1,0
R000543_01,C000543,P002,2026-06-05,0.515,0,0
R000543_02,C000543,P006,2026-02-14,0.492,1,0
R000543_03,C000543,P003,2026-07-02,0.286,0,0
R000543_04,C000543,P005,2026-03-18,0.36,0,0
R000544_01,C000544,P001,2026-07-06,0.427,0,0
R000544_02,C000544,P003,2026-06-03,0.612,1,0
R000544_03,C000544,P002,2026-02-15,0.402,0,0
R000544_04,C000544,P005,2026-07-30,0.827,1,1
R000545_01,C000545,P003,2026-02-21,0.663,0,0
R000545_02,C000545,P002,2026-06-04,0.631,0,0
R000546_01,C000546,P001,2026-05-23,0.453,0,0
R000546_02,C000546,P005,2026-03-27,0.395,0,0
R000546_03,C000546,P007,2026-05-18,0.305,1,0
R000546_04,C000546,P005,2026-06-09,0.312,0,0
R000547_01,C000547,P006,2026-02-21,0.292,0,0
R000547_02,C000547,P007,2026-02-19,0.59,1,0
R000547_03,C000547,P003,2026-04-07,0.319,1,0
R000548_01,C000548,P004,2026-04-02,0.287,0,0
R000548_02,C000548,P008,2026-04-24,0.454,0,0
R000548_03,C000548,P005,2026-07-21,0.347,0,0
R000549_01,C000549,P004,2026-06-16,0.3,0,0
R000549_02,C000549,P006,2026-04-25,0.742,0,0
R000549_03,C000549,P002,2026-03-08,0.861,0,0
R000550_01,C000550,P002,2026-03-11,0.65,0,0
R000550_02,C000550,P004,2026-06-30,0.61,0,0
R000550_03,C000550,P001,2026-02-26,0.533,0,0
R000550_04,C000550,P002,2026-07-05,0.508,1,0
R000550_05,C000550,P006,2026-06-09,0.564,0,0
R000551_01,C000551,P006,2026-07-31,0.329,0,0
R000551_02,C000551,P001,2026-07-19,0.282,0,0
R000551_03,C000551,P006,2026-08-11,0.788,1,0
R000552_01,C000552,P008,2026-06-02,0.344,1,0
R000552_02,C000552,P008,2026-07-06,0.224,0,0
R000552_03,C000552,P003,2026-03-13,0.492,0,0
R000552_04,C000552,P001,2026-04-01,0.374,1,0
R000552_05,C000552,P006,2026-04-08,0.413,0,0
R000553_01,C000553,P006,2026-07-26,0.628,0,0
R000553_02,C000553,P001,2026-08-12,0.695,1,0
R000553_03,C000553,P002,2026-03-25,0.606,0,0
R000553_04,C000553,P007,2026-07-10,0.522,1,0
R000554_01,C000554,P001,2026-05-15,0.343,0,0
R000554_02,C000554,P008,2026-06-21,0.284,0,0
R000554_03,C000554,P002,2026-04-21,0.27,1,0
R000554_04,C000554,P003,2026-05-12,0.569,0,0
R000554_05,C000554,P005,2026-06-19,0.406,1,0
R000555_01,C000555,P004,2026-04-03,0.442,1,0
R000555_02,C000555,P001,2026-08-02,0.433,0,0
R000556_01,C000556,P003,2026-05-10,0.266,1,0
R000556_02,C000556,P003,2026-07-24,0.419,0,0
R000556_03,C000556,P008,2026-06-28,0.272,1,0
R000557_01,C000557,P002,2026-04-02,0.406,0,0
R000557_02,C000557,P001,2026-03-09,0.344,0,0
R000557_03,C000557,P003,2026-06-29,0.356,0,0
R000557_04,C000557,P001,2026-02-22,0.253,0,0
R000558_01,C000558,P007,2026-05-21,0.598,0,0
R000558_02,C000558,P005,2026-05-18,0.493,0,0
R000558_03,C000558,P006,2026-03-26,0.59,1,1
R000559_01,C000559,P004,2026-04-23,0.603,1,0
R000559_02,C000559,P004,2026-03-13,0.551,1,0
R000559_03,C000559,P006,2026-02-28,0.402,0,0
R000560_01,C000560,P002,2026-02-26,0.538,0,0
R000560_02,C000560,P006,2026-04-10,0.279,0,0
R000560_03,C000560,P005,2026-07-10,0.465,1,0
R000560_04,C000560,P004,2026-07-31,0.375,0,0
R000560_05,C000560,P002,2026-04-15,0.458,0,0
R000561_01,C000561,P003,2026-02-23,0.609,0,0
R000561_02,C000561,P001,2026-07-12,0.448,1,0
R000561_03,C000561,P004,2026-08-09,0.411,0,0
R000561_04,C000561,P002,2026-05-07,0.55,1,0
R000561_05,C000561,P002,2026-06-28,0.43,0,0
R000562_01,C000562,P004,2026-06-16,0.476,1,0
R000562_02,C000562,P006,2026-07-16,0.361,0,0
R000562_03,C000562,P003,2026-03-23,0.583,0,0
R000563_01,C000563,P004,2026-04-07,0.384,0,0
R000563_02,C000563,P004,2026-03-27,0.63,0,0
R000563_03,C000563,P007,2026-03-01,0.517,0,0
R000563_04,C000563,P005,2026-05-09,0.553,1,1
R000564_01,C000564,P005,2026-06-05,0.165,0,0
R000564_02,C000564,P003,2026-03-20,0.383,0,0
R000564_03,C000564,P008,2026-03-26,0.462,0,0
R000564_04,C000564,P005,2026-07-07,0.407,0,0
R000565_01,C000565,P003,2026-03-22,0.443,1,0
R000565_02,C000565,P005,2026-05-22,0.786,1,0
R000565_03,C000565,P004,2026-06-28,0.529,0,0
R000566_01,C000566,P005,2026-07-25,0.519,1,0
R000566_02,C000566,P001,2026-05-06,0.227,0,0
R000566_03,C000566,P004,2026-02-14,0.46,0,0
R000566_04,C000566,P001,2026-06-18,0.49,0,0
