customer_id,age,customer_tenure_years,annual_income,average_account_balance,monthly_spending,transaction_count,average_transaction_amount_x,recency_days,debit_ratio,credit_ratio,digital_usage_score,mobile_app_login_frequency,digital_transaction_ratio,products_held,engagement_score,spending_trend,total_transaction_amount,average_transaction_amount_y,median_transaction_amount,transaction_count_actual,active_months,last_transaction_date,first_transaction_date,debit_transactions,credit_transactions,transaction_amount_std,transactions_per_active_month,debit_ratio_actual,credit_ratio_actual,recency_days_actual,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,products_held_actual,product_categories_held,product_value_total,product_value_average,loan_products,investment_products,insurance_products,credit_card_products,campaigns_received,campaign_interactions,campaigns_opened,campaigns_clicked,campaigns_converted,campaign_open_rate,campaign_click_rate,campaign_conversion_rate,recommendations_received,average_suitability_score,recommendations_accepted,recommendations_converted,recommendation_acceptance_rate,recommendation_conversion_rate,high_value_transactions,monthly_income,balance_to_income_ratio,spending_to_income_ratio,transaction_value_to_income_ratio,product_penetration,high_value_transaction_ratio,digital_activity_index,relationship_depth_score,customer_value_index
C000484,29,4.7,57741,150577,2359.53,40,100.0,10.0,0.855,0.145,0.638,7.0,0.536,2,0.713,-0.21,2423.96,60.599000000000004,55.22,40,4,2026-08-19,2026-05-22,30,10,22.051015884499776,10.0,0.75,0.25,10,40,2423.96,3,3,2,8,2,2,22010.77,11005.385,1,0,0,0,7,7,5,4,0,0.7142857142857143,0.8,0.0,5,0.4224,3,0,0.6,0.0,0,4811.75,2.60780034983807,0.4903683690964826,0.041979875651616705,0.25,0.0,0.49110000000000004,0.4639,0.23241666666666666
C000485,32,5.5,74258,428081,3781.31,41,108.73,22.4,0.802,0.198,0.459,7.0,0.172,2,0.482,0.033,3141.05,76.6109756097561,79.71,41,5,2026-08-07,2026-04-16,30,11,32.97944669069495,8.2,0.7317073170731707,0.2682926829268293,22,41,3141.05,2,3,3,8,2,2,219362.69,109681.345,0,0,0,1,4,4,2,2,0,0.5,1.0,0.0,2,0.505,0,0,0.0,0.0,0,6188.166666666667,5.764779552371461,0.611054970508228,0.0422991462199359,0.25,0.0,0.31955,0.43209999999999993,0.5513333333333333
C000486,60,8.0,67430,510825,2669.84,36,100.0,6.0,0.663,0.337,0.446,9.0,0.437,2,0.656,-0.128,2503.56,69.54333333333334,62.730000000000004,36,4,2026-08-22,2026-05-26,26,10,29.5401239962578,9.0,0.7222222222222222,0.2777777777777778,7,36,2503.56,4,3,2,9,2,2,153244.1,76622.05,0,0,0,1,4,4,2,1,0,0.5,0.5,0.0,3,0.446,0,0,0.0,0.0,0,5619.166666666667,7.575633990805279,0.4751309506154531,0.03712828118048346,0.25,0.0,0.39995,0.4468,0.48816666666666664
C000487,46,6.5,51430,470595,2286.16,34,100.0,7.2,0.676,0.324,0.44,1.0,0.454,3,0.561,0.192,2598.23,76.41852941176471,66.46000000000001,34,4,2026-08-22,2026-05-02,19,15,35.99086551893603,8.5,0.5588235294117647,0.4411764705882353,7,34,2598.23,4,2,2,8,3,3,61934.31,20644.77,1,0,0,1,5,5,3,1,0,0.6,0.3333333333333333,0.0,5,0.418,1,0,0.2,0.0,0,4285.833333333333,9.150204160995528,0.533422516041221,0.05051973556290103,0.375,0.0,0.3215,0.46830000000000005,0.35791666666666666
C000488,61,17.1,192254,1245022,10803.56,44,156.08,6.8,0.85,0.15,0.299,0.0,0.22,7,0.453,0.103,8441.35,191.84886363636363,184.91500000000002,44,6,2026-08-22,2026-02-25,40,4,91.90708637850305,7.333333333333333,0.9090909090909091,0.09090909090909091,7,44,8441.35,4,4,5,13,7,5,1551825.49,221689.35571428572,2,1,1,1,3,3,1,1,0,0.3333333333333333,1.0,0.0,4,0.5775,1,1,0.25,1.0,0,16021.166666666666,6.475922477555733,0.674330417052441,0.04390727891227231,0.875,0.0,0.18955,0.7109,0.9243333333333333
C000489,63,3.4,57342,239810,1400.29,29,100.0,11.6,0.642,0.358,0.982,13.0,0.819,1,0.449,-0.007,1410.94,48.653103448275864,40.0,29,4,2026-08-17,2026-05-23,22,7,15.586670381966096,7.25,0.7586206896551724,0.2413793103448276,12,29,1410.94,3,2,1,6,1,1,13473.51,13473.51,0,0,0,0,3,3,3,2,0,1.0,0.6666666666666666,0.0,2,0.359,0,0,0.0,0.0,0,4778.5,4.18210038017509,0.2930396567960657,0.02460569913850232,0.125,0.0,0.77665,0.3347,0.23058333333333333
C000490,58,15.8,57747,225641,1000.0,33,100.0,2.6,0.821,0.179,0.929,16.0,0.6,3,0.765,-0.056,1404.35,42.556060606060605,40.0,33,4,2026-08-27,2026-05-19,30,3,7.820706066028317,8.25,0.9090909090909091,0.09090909090909091,2,33,1404.35,5,2,1,8,3,2,77484.41,25828.13666666667,0,0,0,1,7,7,6,5,2,0.8571428571428571,0.8333333333333334,0.4,2,0.40549999999999997,2,1,1.0,0.5,0,4812.25,3.9074064453564685,0.20780300275338978,0.024319012243060243,0.375,0.0,0.7280500000000001,0.5295000000000001,0.2035833333333333
C000491,21,5.5,73880,401217,1000.0,7,123.16,180.0,0.743,0.257,0.456,9.0,0.359,2,0.253,-0.29,968.99,138.42714285714285,155.55,7,2,2026-02-24,2025-12-31,6,1,63.48034648988765,3.5,0.8571428571428571,0.14285714285714285,186,7,968.99,1,1,1,3,2,2,125760.32,62880.16,0,0,0,1,3,3,0,0,0,0.0,0.0,0.0,2,0.3675,0,0,0.0,0.0,0,6156.666666666667,5.4306578234975635,0.16242555495397942,0.013115728207904711,0.25,0.0,0.38495,0.2509,0.38975
C000492,39,4.5,143433,645939,5073.98,41,103.01,5.8,0.78,0.22,0.532,16.0,0.657,3,0.64,-0.113,4921.1900000000005,120.02902439024392,112.67,41,3,2026-08-23,2026-06-06,33,8,58.79121897889506,13.666666666666666,0.8048780487804879,0.1951219512195122,6,41,4921.1900000000005,4,3,4,11,3,3,374695.81,124898.60333333333,0,0,1,1,3,3,3,1,1,1.0,0.3333333333333333,1.0,5,0.5388,2,0,0.4,0.0,0,11952.75,4.5034197151283175,0.4245031478111731,0.034310026284049,0.375,0.0,0.5636500000000001,0.4545,0.7924166666666667
C000493,37,1.8,78748,234332,3978.33,49,100.0,3.5,0.94,0.06,0.523,11.0,0.524,3,0.588,-0.041,4904.61,100.09408163265306,87.93,49,3,2026-08-25,2026-06-06,47,2,48.66047227637503,16.333333333333332,0.9591836734693877,0.04081632653061224,4,49,4904.61,5,4,4,13,3,2,92223.69,30741.23,0,0,1,0,4,4,1,1,0,0.25,1.0,0.0,5,0.3154,2,0,0.4,0.0,0,6562.333333333333,2.9757200182861787,0.606237110783766,0.06228234367856961,0.375,0.0,0.47635,0.43889999999999996,0.4726666666666667
C000494,45,16.5,58724,96273,2649.09,34,100.0,4.1,0.726,0.274,0.4,2.0,0.58,1,0.569,0.058,2491.96,73.29294117647059,59.66,34,4,2026-08-25,2026-05-07,27,7,44.297563619261226,8.5,0.7941176470588235,0.20588235294117646,4,34,2491.96,5,2,2,9,1,1,11588.39,11588.39,0,0,0,0,7,7,4,0,0,0.5714285714285714,0.0,0.0,2,0.191,0,0,0.0,0.0,0,4893.666666666667,1.6394148899938696,0.5413302908521218,0.04243512022341803,0.125,0.0,0.34500000000000003,0.37070000000000003,0.21550000000000002
C000495,47,4.4,109120,1120500,1962.47,48,100.0,9.9,0.641,0.359,0.831,17.0,0.632,1,0.296,0.004,2467.02,51.39625,40.0,48,4,2026-08-19,2026-05-17,34,14,18.623254466255183,12.0,0.7083333333333334,0.2916666666666667,10,48,2467.02,3,4,2,9,1,1,143398.81,143398.81,0,0,0,1,6,6,6,3,1,1.0,0.5,0.3333333333333333,5,0.6386000000000001,2,1,0.4,0.5,0,9093.333333333334,10.268511730205278,0.2158141495601173,0.0226083211143695,0.125,0.0,0.7019500000000001,0.2888,0.6714166666666666
C000496,41,8.0,60686,25860,1482.39,2,952.6,180.0,0.769,0.231,0.06,4.0,0.0,2,0.216,-0.202,1745.17,872.585,872.585,2,2,2025-12-27,2025-11-25,2,0,271.53607504344603,1.0,1.0,0.0,245,2,1745.17,1,1,1,3,2,2,6643.650000000001,3321.8250000000003,0,0,0,1,5,5,1,0,0,0.2,0.0,0.0,2,0.342,1,1,0.5,1.0,0,5057.166666666667,0.42612793725076625,0.29312658603302244,0.02875737402366279,0.25,0.0,0.067,0.23979999999999999,0.13766666666666666
C000497,33,1.0,48194,291283,1000.0,29,100.0,0.6,0.55,0.45,0.644,16.0,0.369,2,0.648,-0.236,1196.16,41.24689655172414,40.0,29,5,2026-08-28,2026-04-01,19,10,3.3752937474793803,5.8,0.6551724137931034,0.3448275862068966,1,29,1196.16,5,2,1,8,2,2,92297.52,46148.76,0,0,0,1,5,5,3,1,0,0.6,0.3333333333333333,0.0,3,0.3336666666666666,0,0,0.0,0.0,0,4016.1666666666665,6.043968128812716,0.24899365066190812,0.024819687097979003,0.25,0.0,0.54205,0.4819,0.19558333333333333
C000498,46,11.0,99068,888581,1771.75,41,100.0,12.7,0.628,0.372,0.674,3.0,0.611,1,0.511,-0.007,2074.45,50.59634146341463,40.0,41,4,2026-08-17,2026-05-16,27,14,18.258865073724813,10.25,0.6585365853658537,0.34146341463414637,12,41,2074.45,3,3,2,8,1,1,111637.48,111637.48,0,0,0,0,3,3,1,1,0,0.3333333333333333,1.0,0.0,4,0.62125,1,0,0.25,0.0,0,8255.666666666666,8.969404853232124,0.21461016675414868,0.020939657608915085,0.125,0.0,0.48605,0.3533,0.6181666666666668
C000499,40,2.6,56717,576858,1794.38,32,100.0,8.9,0.897,0.103,0.725,10.0,0.281,2,0.49,-0.005,1703.85,53.2453125,43.41,32,4,2026-08-18,2026-05-24,30,2,24.7338332972593,8.0,0.9375,0.0625,11,32,1703.85,3,2,1,6,2,2,151742.04,75871.02,0,1,0,0,5,5,5,2,1,1.0,0.4,0.5,4,0.4975,1,0,0.25,0.0,0,4726.416666666667,10.170812983761483,0.37964913517992843,0.0300412574713049,0.25,0.0,0.49649999999999994,0.397,0.39208333333333334
C000500,38,11.6,48509,85679,1286.82,30,100.0,8.3,0.591,0.409,0.875,19.0,0.704,1,0.436,0.072,1654.06,55.13533333333333,40.0,30,3,2026-08-21,2026-06-09,15,15,28.054276056556358,10.0,0.5,0.5,8,30,1654.06,4,2,1,7,1,1,4520.97,4520.97,0,0,0,0,4,4,4,1,0,1.0,0.25,0.0,4,0.33525,1,0,0.25,0.0,0,4042.4166666666665,1.7662495619369603,0.3183293821765033,0.03409800243253829,0.125,0.0,0.7597499999999999,0.2933,0.08508333333333333
C000501,38,5.0,256289,1239757,12943.58,54,371.46,10.5,0.652,0.348,0.381,9.0,0.187,6,0.537,0.056,13490.81,249.8298148148148,210.61,54,4,2026-08-19,2026-05-08,35,19,125.97201422494437,13.5,0.6481481481481481,0.35185185185185186,10,54,13490.81,3,5,5,13,6,6,1523040.5699999998,253840.09499999997,1,1,1,1,5,5,2,1,0,0.4,0.5,0.0,2,0.528,1,0,0.5,0.0,0,21357.416666666668,4.837339878028319,0.6060461432211293,0.052639052007694434,0.75,0.0,0.30820000000000003,0.6111000000000001,0.9610000000000001
C000502,44,4.0,87733,225352,2541.24,51,100.0,4.6,0.611,0.389,0.833,18.0,0.706,1,0.626,0.019,2506.76,49.1521568627451,40.72,51,4,2026-08-24,2026-05-02,34,17,14.886719895762875,12.75,0.6666666666666666,0.3333333333333333,5,51,2506.76,5,4,2,11,1,1,6567.78,6567.78,0,0,0,1,4,4,2,0,0,0.5,0.0,0.0,4,0.46525,2,0,0.5,0.0,0,7311.083333333333,2.5686115828707554,0.3475873388576704,0.028572600959730094,0.125,0.0,0.73135,0.38780000000000003,0.43841666666666673
C000503,53,8.9,43337,122373,1348.3,12,123.49,122.2,0.697,0.303,0.349,7.0,0.412,1,0.399,-0.136,1366.22,113.85166666666667,133.7,12,4,2026-04-29,2026-01-31,8,4,43.05799827153505,3.0,0.6666666666666666,0.3333333333333333,122,12,1366.22,1,1,1,3,1,1,14397.22,14397.22,0,0,0,0,7,7,0,0,0,0.0,0.0,0.0,3,0.18599999999999997,0,0,0.0,0.0,0,3611.4166666666665,2.8237533747144474,0.3733437939866627,0.031525486305004964,0.125,0.0,0.33005,0.3197,0.088
C000504,35,4.4,77746,272835,2271.94,26,125.89,24.8,0.734,0.266,0.64,12.0,0.587,1,0.568,-0.114,1811.22,69.66230769230769,62.635000000000005,26,5,2026-08-04,2026-02-10,18,8,29.045266920128974,5.2,0.6923076923076923,0.3076923076923077,25,26,1811.22,1,2,1,4,1,1,80941.09,80941.09,0,0,0,0,5,5,4,2,0,0.8,0.5,0.0,4,0.40700000000000003,0,0,0.0,0.0,0,6478.833333333333,3.5093123761994187,0.3506711599310576,0.023296632624186454,0.125,0.0,0.5547500000000001,0.40789999999999993,0.4098333333333334
C000505,36,3.9,84080,243686,3484.09,15,174.39,16.2,0.74,0.26,0.223,7.0,0.359,2,0.292,-0.101,3292.94,219.52933333333334,194.67,15,5,2026-08-10,2026-03-12,7,8,102.86649374426104,3.0,0.4666666666666667,0.5333333333333333,19,15,3292.94,2,1,3,6,2,2,78865.15,39432.575,0,0,0,1,3,3,1,0,0,0.3333333333333333,0.0,0.0,3,0.4053333333333334,2,0,0.6666666666666666,0.0,0,7006.666666666667,2.8982635585156995,0.4972535680304472,0.039164367269267364,0.25,0.0,0.2601,0.3751,0.4853333333333333
C000506,42,10.6,90551,476994,3739.24,13,327.4,64.8,0.822,0.178,0.053,0.0,0.274,2,0.468,-0.204,4112.9,316.37692307692305,330.2,13,4,2026-06-25,2025-10-22,9,4,109.45037561871098,3.25,0.6923076923076923,0.3076923076923077,65,13,4112.9,1,1,4,6,2,2,136552.28,68276.14,0,1,0,1,4,4,0,0,0,0.0,0.0,0.0,5,0.317,2,0,0.4,0.0,0,7545.916666666667,5.267683404932027,0.4955315788892447,0.045420812580755594,0.25,0.0,0.09235,0.39039999999999997,0.6295
C000507,46,9.9,138738,168610,6507.55,41,152.0,15.0,0.588,0.412,0.908,11.0,0.53,1,0.755,0.058,6255.48,152.57268292682926,123.15,41,5,2026-08-14,2026-03-25,17,24,89.09008230505768,8.2,0.4146341463414634,0.5853658536585366,15,41,6255.48,2,3,5,10,1,1,49968.09,49968.09,0,0,0,0,3,3,3,2,1,1.0,0.6666666666666666,0.5,3,0.45633333333333326,1,0,0.3333333333333333,0.0,0,11561.5,1.2153123152993413,0.5628638152488864,0.045088440081304325,0.125,0.0,0.6511,0.46399999999999997,0.6024166666666667
C000508,64,14.3,116131,497194,5774.89,58,100.0,4.5,0.705,0.295,0.616,12.0,0.447,5,0.787,0.244,4569.62,78.78655172413792,73.60499999999999,58,5,2026-08-25,2026-04-09,38,20,48.59401181619001,11.6,0.6551724137931034,0.3448275862068966,4,58,4569.62,5,5,4,14,5,4,508690.02,101738.004,1,1,0,1,6,6,3,2,0,0.5,0.6666666666666666,0.0,4,0.57625,2,0,0.5,0.0,0,9677.583333333334,4.281320233184938,0.5967285221000422,0.039348838811342365,0.625,0.0,0.50895,0.6736,0.7403333333333333
C000509,60,5.3,84361,427794,2948.19,37,100.0,7.2,0.798,0.202,0.918,10.0,0.833,3,0.561,0.003,3178.69,85.91054054054054,80.8,37,4,2026-08-22,2026-05-23,33,4,35.11813459563987,9.25,0.8918918918918919,0.10810810810810811,7,37,3178.69,4,3,3,10,3,2,143396.99,47798.996666666666,0,1,0,0,6,6,5,2,1,0.8333333333333334,0.4,0.5,2,0.491,0,0,0.0,0.0,0,7030.083333333333,5.070992520240395,0.4193677173101315,0.037679614987968374,0.375,0.0,0.72135,0.46830000000000005,0.5579166666666666
C000510,37,16.1,127437,799802,3850.93,54,100.0,26.9,0.606,0.394,0.587,9.0,0.538,3,0.436,0.064,3890.34,72.04333333333334,63.16,54,5,2026-08-03,2026-04-13,32,22,29.878391131447724,10.8,0.5925925925925926,0.4074074074074074,26,54,3890.34,1,5,4,10,3,3,497440.6,165813.53333333333,1,0,0,1,4,4,3,1,0,0.75,0.3333333333333333,0.0,5,0.5628,4,1,0.8,0.25,0,10619.75,6.276057973743889,0.3626196473551637,0.03052755479177947,0.375,0.0,0.48865000000000003,0.46830000000000005,0.7634166666666667
C000511,26,12.2,107637,140615,5277.39,37,119.54,1.5,0.604,0.396,0.544,16.0,0.518,2,0.685,-0.172,5055.45,136.63378378378377,126.39,37,4,2026-08-28,2026-04-18,20,17,58.51616022525324,9.25,0.5405405405405406,0.4594594594594595,1,37,5055.45,5,3,4,12,2,1,71255.8,35627.9,0,0,0,0,5,5,2,0,0,0.4,0.0,0.0,3,0.3313333333333333,2,2,0.6666666666666666,1.0,0,8969.75,1.3063816345680388,0.5883541904735361,0.04696758549569386,0.25,0.0,0.5343,0.4555,0.5299166666666666
C000512,48,2.7,209502,464046,16585.58,58,184.83,5.8,0.64,0.36,0.559,5.0,0.33,4,0.737,0.08,14378.37,247.90293103448278,213.485,58,4,2026-08-23,2026-05-25,32,26,133.38105004951396,14.5,0.5517241379310345,0.4482758620689655,6,58,14378.37,4,5,5,14,4,4,281417.07,70354.2675,1,1,0,1,4,4,0,0,0,0.0,0.0,0.0,2,0.495,2,1,1.0,0.5,0,17458.5,2.2149955609015666,0.9500002863934475,0.06863118251854398,0.5,0.0,0.38405000000000006,0.5710999999999999,0.8449166666666668
C000513,28,14.6,152964,1090060,5081.59,40,194.76,11.9,0.753,0.247,0.554,8.0,0.412,1,0.431,-0.001,5338.11,133.45274999999998,127.195,40,6,2026-08-17,2026-02-20,29,11,61.44139617585575,6.666666666666667,0.725,0.275,12,40,5338.11,3,3,4,10,1,1,296729.89,296729.89,0,1,0,0,6,6,2,0,0,0.3333333333333333,0.0,0.0,4,0.65225,1,1,0.25,1.0,0,12747.0,7.126251928558354,0.39864987840276145,0.03489781909468895,0.125,0.0,0.4323,0.4043,0.8503333333333334
C000514,53,16.0,34943,145235,1409.87,26,100.0,10.1,0.632,0.368,0.71,14.0,0.543,1,0.535,0.144,1700.9,65.41923076923078,59.26,26,4,2026-08-19,2026-05-05,18,8,25.584918201640114,6.5,0.6923076923076923,0.3076923076923077,10,26,1700.9,3,2,1,6,1,1,35364.05,35364.05,0,0,0,0,4,4,3,3,1,0.75,1.0,0.3333333333333333,4,0.3155,0,0,0.0,0.0,0,2911.9166666666665,4.15634032567324,0.4841725095154967,0.04867641587728587,0.125,0.0,0.5952500000000001,0.36050000000000004,0.09525
C000515,45,6.3,225470,171428,11973.96,63,146.6,35.4,0.734,0.266,0.693,9.0,0.584,4,0.526,0.172,14500.08,230.16,217.65,63,4,2026-07-25,2026-02-22,46,17,110.22230028739722,15.75,0.7301587301587301,0.2698412698412698,35,63,14500.08,1,5,5,11,4,4,70690.2,17672.55,0,1,1,1,4,4,3,2,0,0.75,0.6666666666666666,0.0,4,0.446,2,1,0.5,0.5,0,18789.166666666668,0.7603140107331352,0.6372799929037122,0.06431046258925799,0.5,0.0,0.54785,0.5078,0.6913333333333334
C000516,24,11.1,224733,241258,13856.73,64,208.35,14.1,0.513,0.487,0.504,11.0,0.265,5,0.504,-0.134,16456.47,257.13234375,235.285,64,5,2026-08-15,2026-01-10,31,33,107.2320123331779,12.8,0.484375,0.515625,14,64,16456.47,2,5,5,12,5,5,161989.52,32397.904,1,1,1,0,3,3,0,0,0,0.0,0.0,0.0,3,0.38999999999999996,1,0,0.3333333333333333,0.0,0,18727.75,1.0735317020642274,0.7399036189611672,0.07322676242474403,0.625,0.0,0.40305,0.5887,0.7346666666666667
C000517,21,9.0,67791,250406,3914.02,36,100.0,14.5,0.721,0.279,0.475,5.0,0.373,1,0.472,0.052,3092.38,85.89944444444444,67.0,36,6,2026-08-15,2026-02-20,28,8,49.53978331715947,6.0,0.7777777777777778,0.2222222222222222,14,36,3092.38,2,3,3,8,1,1,21215.34,21215.34,0,0,0,0,6,6,0,0,0,0.0,0.0,0.0,4,0.39425,1,1,0.25,1.0,0,5649.25,3.6937941614668612,0.6928388724166925,0.04561637975542476,0.125,0.0,0.357,0.41659999999999997,0.42199999999999993
C000518,38,7.4,224119,396591,11746.85,63,210.82,1.0,0.735,0.265,0.901,16.0,0.821,5,0.729,-0.019,11468.08,182.03301587301587,148.48,63,4,2026-08-28,2026-05-29,48,15,104.26658990199147,15.75,0.7619047619047619,0.23809523809523808,1,63,11468.08,5,5,5,15,5,4,294060.48,58812.096,0,1,0,1,3,3,2,1,0,0.6666666666666666,0.5,0.0,5,0.4962,2,0,0.4,0.0,0,18676.583333333332,1.769555459376492,0.6289613999705514,0.05116960186329584,0.625,0.0,0.7707,0.6187,0.8150833333333333
C000519,33,2.3,64921,212817,3221.65,4,688.27,43.3,0.576,0.424,0.0,4.0,0.251,1,0.304,-0.089,3070.8599999999997,767.7149999999999,814.2049999999999,4,4,2026-07-12,2026-03-12,1,3,210.26599511095466,1.0,0.25,0.75,48,4,3070.8599999999997,1,1,3,5,1,1,20692.54,20692.54,0,0,0,0,4,4,0,0,0,0.0,0.0,0.0,5,0.277,2,0,0.4,0.0,0,5410.083333333333,3.278091834691394,0.5954899031130143,0.04730148950262626,0.125,0.0,0.10275000000000001,0.2912,0.35941666666666666
C000520,46,1.6,54884,42025,1583.11,44,100.0,8.1,0.738,0.262,0.492,16.0,0.585,2,0.491,0.113,1943.34,44.16681818181818,40.0,44,4,2026-08-20,2026-05-25,35,9,8.362059324844559,11.0,0.7954545454545454,0.20454545454545456,9,44,1943.34,3,4,2,9,2,2,18808.03,9404.015,0,0,0,1,5,5,1,0,0,0.2,0.0,0.0,3,0.42,1,0,0.3333333333333333,0.0,0,4573.666666666667,0.7657058523431237,0.34613585015669407,0.03540813351796516,0.25,0.0,0.5276500000000001,0.3973,0.11199999999999999
C000521,40,9.1,214897,1046904,6961.64,50,131.98,7.3,0.859,0.141,0.928,19.0,0.74,7,0.647,0.107,8576.57,171.5314,147.565,50,5,2026-08-22,2026-04-26,44,6,91.79838851926918,10.0,0.88,0.12,7,50,8576.57,4,4,5,13,7,5,1131697.37,161671.05285714287,2,1,0,1,4,4,3,1,0,0.75,0.3333333333333333,0.0,3,0.5673333333333334,2,1,0.6666666666666666,0.5,0,17908.083333333332,4.871654792761183,0.3887428861268422,0.03991014299873893,0.875,0.0,0.7926,0.7316,0.9048333333333334
C000522,53,6.8,61782,806719,1996.41,31,100.0,10.3,0.647,0.353,1.0,17.0,0.744,1,0.775,-0.19,2311.92,74.57806451612903,60.74,31,4,2026-08-19,2026-05-24,23,8,33.91979013490058,7.75,0.7419354838709677,0.25806451612903225,10,31,2311.92,3,2,2,7,1,1,196410.66,196410.66,0,0,0,1,3,3,3,1,0,1.0,0.3333333333333333,0.0,2,0.5655,0,0,0.0,0.0,0,5148.5,13.057508659480108,0.3877653685539478,0.03742060794406138,0.125,0.0,0.806,0.4325,0.4644166666666667
C000523,37,13.4,55839,299326,1481.61,16,100.0,37.6,0.638,0.362,0.302,8.0,0.153,2,0.431,0.052,1423.69,88.980625,67.435,16,6,2026-07-21,2026-01-21,9,7,58.99084725263176,2.6666666666666665,0.5625,0.4375,39,16,1423.69,1,1,1,3,2,2,76846.28,38423.14,0,0,1,0,4,4,0,0,0,0.0,0.0,0.0,3,0.37833333333333335,0,0,0.0,0.0,0,4653.25,5.360518633929691,0.3184032665341428,0.025496337685130464,0.25,0.0,0.25415,0.4542999999999999,0.26666666666666666
C000524,47,6.2,79751,737661,2772.67,40,100.0,5.0,0.545,0.455,0.927,14.0,0.8,2,0.604,0.152,2809.57,70.23925,59.165,40,3,2026-08-23,2026-06-05,23,17,32.42305940953689,13.333333333333334,0.575,0.425,6,40,2809.57,4,3,3,10,2,2,275998.44,137999.22,0,0,0,1,6,6,5,2,1,0.8333333333333334,0.4,0.5,2,0.5429999999999999,0,0,0.0,0.0,0,6645.916666666667,9.249551729758874,0.4171990319870597,0.035229276121929505,0.25,0.0,0.7571500000000001,0.3937,0.6033333333333334
C000525,51,16.5,56411,292642,1644.95,26,100.0,11.0,0.619,0.381,0.337,3.0,0.216,2,0.351,-0.156,1907.47,73.36423076923077,63.415,26,3,2026-08-18,2026-06-06,19,7,30.3602217611238,8.666666666666666,0.7307692307692307,0.2692307692307692,11,26,1907.47,3,2,2,7,2,2,127569.35,63784.675,0,0,0,0,7,7,2,1,0,0.2857142857142857,0.5,0.0,2,0.1345,0,0,0.0,0.0,0,4700.916666666667,5.187676162450586,0.3499211146762156,0.033813795181790784,0.25,0.0,0.23565,0.31779999999999997,0.27016666666666667
C000526,44,4.7,195822,749266,7193.46,48,212.82,1.2,0.685,0.315,0.73,17.0,0.613,2,0.701,0.185,7309.03,152.27145833333333,144.695,48,3,2026-08-28,2026-06-20,32,16,61.84476186524159,16.0,0.6666666666666666,0.3333333333333333,1,48,7309.03,5,4,5,14,2,2,191906.03,95953.015,0,1,0,0,6,6,5,4,1,0.8333333333333334,0.8,0.25,4,0.52325,2,1,0.5,0.5,0,16318.5,3.8262605835912207,0.44081625149370346,0.037324866460356855,0.25,0.0,0.65175,0.42279999999999995,0.8681666666666668
C000527,47,10.7,113619,276058,4332.03,41,135.37,3.0,0.919,0.081,0.659,11.0,0.757,3,0.541,0.006,4553.5,111.0609756097561,101.59,41,4,2026-08-26,2026-04-24,40,1,43.145148151610165,10.25,0.975609756097561,0.024390243902439025,3,41,4553.5,5,3,4,12,3,3,117994.63,39331.543333333335,0,0,1,1,5,5,3,1,0,0.6,0.3333333333333333,0.0,3,0.351,1,0,0.3333333333333333,0.0,0,9468.25,2.4296816553569385,0.4575322789322208,0.040076923753949605,0.375,0.0,0.5958,0.46230000000000004,0.6079166666666667
C000528,48,10.4,73935,38665,3388.76,35,112.19,5.4,0.697,0.303,0.509,9.0,0.28,1,0.459,-0.302,2979.88,85.13942857142858,86.26,35,4,2026-08-24,2026-02-18,24,11,32.94784916151201,8.75,0.6857142857142857,0.3142857142857143,5,35,2979.88,5,3,3,11,1,1,1464.81,1464.81,0,0,0,0,5,5,2,0,0,0.4,0.0,0.0,3,0.49433333333333335,0,0,0.0,0.0,0,6161.25,0.5229593561912491,0.5500117670927166,0.040304050855481166,0.125,0.0,0.38905,0.3377,0.3195
C000529,30,2.6,142463,372248,5653.03,43,143.52,14.3,0.666,0.334,0.606,5.0,0.461,2,0.614,0.127,5910.24,137.44744186046512,125.52,43,5,2026-08-15,2026-04-10,33,10,59.92987604943055,8.6,0.7674418604651163,0.23255813953488372,14,43,5910.24,2,4,4,10,2,2,166449.61,83224.805,0,0,0,1,3,3,0,0,0,0.0,0.0,0.0,2,0.418,1,0,0.5,0.0,0,11871.916666666666,2.612945115573868,0.47616826825210756,0.04148614026098004,0.25,0.0,0.43795,0.4717,0.7196666666666667
C000530,45,10.8,175526,664837,10852.6,54,181.07,15.6,0.776,0.224,0.881,9.0,0.76,3,0.606,0.11,9229.95,170.925,164.715,54,4,2026-08-13,2026-05-19,38,16,72.81008992772236,13.5,0.7037037037037037,0.2962962962962963,16,54,9229.95,2,5,5,12,3,3,281243.97,93747.98999999999,0,1,0,1,6,6,3,2,1,0.5,0.6666666666666666,0.5,2,0.584,1,1,0.5,1.0,0,14627.166666666666,3.78768387589303,0.7419482014060595,0.052584517393434595,0.375,0.0,0.67645,0.4818,0.8611666666666666
C000531,39,4.5,38978,131684,1000.0,23,100.0,9.3,0.689,0.311,0.511,3.0,0.492,1,0.438,-0.12,1151.01,50.04391304347826,40.0,23,5,2026-08-19,2026-04-11,15,8,14.064289963375792,4.6,0.6521739130434783,0.34782608695652173,10,23,1151.01,3,1,1,5,1,1,31375.99,31375.99,0,0,0,0,4,4,3,2,1,0.75,0.6666666666666666,0.5,3,0.46366666666666667,2,0,0.6666666666666666,0.0,0,3248.1666666666665,3.378418595104931,0.3078659756785879,0.029529734722150956,0.125,0.0,0.38295,0.3689,0.065
